system_prompt,question,response
fije indemnizacin por la prdida de su proyecto de vida al establecer que 
dicho dao corresponde a una prdida del proyecto existencial y no a una 
simple posibilidad no obstante deja abierta la posibilidad que de acreditarse 
esta prdida puede repararse el dao al proyecto de vida en los casos de 
responsabilidad civil por divorcio
En lo que respecta a la Primera Sala Civil como ya lo mencionamos 
anteriormente existe una sentencia en la que se concede indemnizacin y 
que fue confirmada por la Sala no obstante en dicha sentencia no se detalla 
el tipo de dao que se est reparando hacindose mencin a que existe un 
perjuicio acreditado que debe ser indemnizado
35 Casacin N 24972003Cajamarca publicada en la Separata Especial de Sentencias en Casacin del Diario 
Oficial El Peruano con fecha 03 de mayo del 2005 p 14039
9
1
0
1
2
3
4
5
6
7
8
9
10
NO HUBO
PRONUNCIAMIENTO
DAO AL PROYECTO DE VIDA
TOTAL  10
0
2
4
6
8
10
12
11
2
2
1
2
NO MENCIONA
PROYECTO DE
VIDA
MATRIMONIAL
DEPENDENCIA
ECONMICA DE
LA CNYUGE
TOTAL  17
CORTE SUPREMA
CLASES DE DAOS
SEGUNDO JUZGADO DE FAMILIA
CLASES DE DAOS
63
La indemnizacin del dao en los procesos de divorcio por separacin de hecho
Libro de Especializacin en Derecho de Familia
Como se desprende del cuadro existen once sentencias en las que el Juzgador 
no ha mencionado la clase de dao que est reparando utilizando la frmula 
habindose acreditado el perjuicio este debe ser indemnizado
Si bien la mayora de la doctrina argumenta que existen daos morales 
personales o al proyecto de vida en la ruptura del vnculo matrimonial resulta 
interesante que en dos sentencias se haya reparado el dao a la dependencia 
econmica de la vctima sentencias de las cuales destaca la recada en el 
expediente N 20030870 ya que en esta sentencia si bien exista un proceso 
penal anterior en el que se conden a la cnyuge por lesiones dolosas 
en contra del cnyuge demandante lo que acreditaba que la responsable 
de la separacin era precisamente la cnyuge demandada el juzgador 
concedi una indemnizacin a favor de la demandada argumentando que 
el demandante mantena a la demandada y al separarse estos la cnyuge 
demandada no cuenta con medios para solventar sus necesidades por cuenta 
propia por lo que se le debe fijar una indemnizacin a su favor
82 El dao moral se presenta ante el dolor o padecimiento sufrido
Hay un concepto estricto de dao moral que arranca de la vieja idea del 
pretium doloris y que se ha definido como dolor sufrimiento padecimiento 
injustamente ocasionado o dolores y padecimientos de nimo que integran 
el reflejo subjetivo del dao injusto36 tambin puede ser definido como el 
dolor la angustia la afliccin fsica o espiritual la humillacin y en general 
los padecimientos que se han infligido a la vctima del evento daoso37
Afirmamos que puede existir un dao moral ocasionado por la ruptura 
del vnculo matrimonial en agravio del cnyuge que no ha causado la 
separacin puede verse afligido por las circunstancias en que se dio la 
separacin o por el sentimiento de soledad e impotencia sin embargo este 
dao debe ser debidamente acreditado ya que no basta la alegacin del 
mismo por cuanto las consecuencias del dao moral tienden a disiparse 
y a desaparecer por el transcurso del tiempo As el dolor que embarga 
a un sujeto por la muerte de un ser querido es muy intenso en un primer 
momento pero poco a poco se va atenuando hasta transformarse muchas 
veces en un sentimiento de orgullo cuando se le recuerda y se rememoran 
sus calidades humanas38 En este sentido si las supuestas vctimas estn 
36 DIEZPICAZO Y PONCE DE LEN Luis Derecho de Daos Editorial Civitas Madrid Espaa 1999 p 
326
37 ZANNONI Eduardo El Dao en la Responsabilidad Civil Editorial ASTREA de Alfredo y Ricardo 
Depalma 1982 Buenos Aires Argentina p 234
38 FERNNDEZ SESSAREGO Carlos Hacia una Nueva Sistematizacin del Dao a la Persona Actualidad 
64
Francisco Carren Romero
Libro de Especializacin en Derecho de Familia
separadas por cuatro ocho diez o treinta aos resulta evidente que la 
intensidad del dao moral ha disminuido o incluso ha desaparecido por 
lo que la parte est obligada a probar la existencia del dao moral y el 
juzgador a justificar motivar o argumentar el monto que se le asigna a la 
vctima en base a la magnitud del dao sufrido
83 Solo se repara el dao grave a la persona 
El ser humano est compuesto por una entidad psquica y fsica o tambin 
llamada somtica por tanto el dao a la persona se configura en dos 
dimensiones a el dao psicolgico consistente en la alteracin o modificacin 
patolgica del aparato psquico como consecuencia de un trauma que 
desborda toda posibilidad de elaboracin verbal o simblica39 y b el dao 
somtico consistente en la disminucin de la integridad fsica del sujeto que 
transforma en patolgica la misma fisiologa de la integridad40
Como vemos ambos tipos de daos consisten en patologas que persisten a 
travs del tiempo es decir no puede considerarse como dao a la persona 
una lesin que no tenga un lapso de duracin como por ejemplo un golpe 
que no gener hematomas o alguna minusvala en la vctima o un insulto que 
no gener algn desorden psquico
En el caso del divorcio se debe tener presente que se reclama el dao a 
la persona basado en violencia fsica o psquica la cual si ha generado 
alteraciones duraderas hasta la interposicin de la demanda debe ser acogida 
sin embargo si se estos daos han sido leves y con el transcurso del tiempo se 
han disipado sin dejar huella alguna no deben ser objeto de indemnizacin 
por cuanto seran de imposible probanza en cuanto a su existencia y en 
cuanto a su monto
84 El proyecto de vida matrimonial no es un supuesto de dao conyugal
El proyecto de vida es posible slo en tanto el ser humano es libre y temporal 
Y es que el proyecto surge necesariamente de una decisin libre tendente a 
realizarse en el futuro mediato o inmediato Por ello slo el ser humano es 
capaz de formular proyectos Es ms no podra existir sin elegir ser lo que 
Jurdica N 79  B Editorial Gaceta Jurdica Lima Per Junio 2000 p 17
39 MILMANIENE Jos El Dao Psquico Los Nuevos Daos Soluciones Modernas de Reparacin Editorial 
Hammurabi Buenos Aires Argentina Abril 2000 p 64
40 ESPINOZA ESPINOZA Juan Derecho de la Responsabilidad Civil Editorial Gaceta Jurdica 2002 Lima 
Per p 186
65
La indemnizacin del dao en los procesos de divorcio por separacin de hecho
Libro de Especializacin en Derecho de Familia
decide ser es decir sin proyectar Libertad y tiempo son por consiguiente 
los dos supuestos existenciales del proyecto de vida41
El proyecto de vida es posible en cuanto el ser que lo gesta como se ha dicho 
es un ser libre y temporal precisamente por ser libre la persona decide y 
elige desde su propia perspectiva situada en un espacio  tiempo histrico 
entre las opciones que le ofrece la vida42 Por lo que las consecuencias del 
dao al proyecto de vida lograrn sobrellevarse de algn modo si el sujeto 
tiene otros valores posibilidades de parecida igual o mayor importancia 
cuya vivencia le otorguen su vida un nuevo sentido que podra de alguna 
manera sustituir al que pareca haber perdido43
Si el cnyuge inocente ha truncado su proyecto matrimonial que no ha 
sido posible conservarlo por la conducta de ambos o de alguno de ellos no 
podra en ste ltimo supuesto atribuirse al otro el deber de indemnizar los 
daos por la frustracin de se proyecto porque la esencia del matrimonio 
es la unin libre de dos personas por ende dicho proyecto es susceptible 
de truncarse legtimamente sin perjuicio de la indemnizacin de otro tipo 
de daos 
Asimismo si el cnyuge inocente ha estado separado durante muchos 
aos de su pareja y por decisin personal y libre ha decidido no iniciar otra 
relacin Cmo se le puede haber daado su proyecto de vida
Como hemos mencionado el proyecto de vida es en realidad el dao 
ocasionado a la libertad del sujeto quien se ha diseado un futuro en base 
a su libertad y que lo est poniendo en prctica antes de la ocurrencia del 
dao en cambio en el divorcio por separacin de hecho el cnyuge que no ha 
iniciado otra relacin con tercera persona es porque ha decidido libremente 
no iniciarla pero ello no implica que se le haya daado su proyecto de vida
Mientras se respete la libertad de los cnyuges el dao al proyecto de vida 
no puede existir por lo que discrepamos con la jurisprudencia que acepta 
este tipo de daos en los procesos de divorcio
41 FERNNDEZ SESSAREGO Carlos Apuntes para una Distincin entre el Dao al Proyecto de Vida y el 
Dao Psquico En Themis Segunda poca N 22 Editada por alumnos de la Facultad de Derecho de la 
PUCP 1995 Lima Per p 161
42 FERNNDEZ SESSAREGO Carlos El Dao al Proyecto de Vida en una Reciente Sentencia de la Corte 
Interamericana de Derechos Humanos Dilogo con la Jurisprudencia Ao 5 N 12 Editorial Gaceta 
Jurdica 1999 Lima Per Setiembre p 41
43 FERNNDEZ SESSAREGO Carlos Ob Cit p 91
66
Francisco Carren Romero
Libro de Especializacin en Derecho de Familia
85 El dao por dependencia econmica
Con respecto a este tipo de dao no hemos encontrado en la doctrina 
ninguna teora que lo respalde la que podra asimilarse en el lucro cesante 
como ingresos que el cnyuge perjudicado dejara de percibir por lo que 
consideramos que es una innovacin que la jurisprudencia ha incorporado 
lo que nos parece interesante por el hecho de en este caso la jurisprudencia 
est actuando como una fuente del derecho al crear una clase de daos no 
contemplada ni en la legislacin ni en la doctrina
Este dao tiene su sustento en una realidad que si bien muchos pases ya han 
superado en el nuestro an se mantiene pero con una disminucin notable 
me refiero al hecho de que antiguamente el esposo era quien trabajaba y la 
esposa se quedaba en la casa atendiendo las labores del hogar por lo que de 
existir un divorcio la esposa no tena como solventar sus necesidades por 
cuanto siempre dependi econmicamente del marido
No obstante hay que tener cuidado al momento de aplicar este nuevo supuesto 
de dao ya que se podra estar generando el abuso de un derecho porque 
como un caso anlogo tenemos la Casacin N 1582002Puno44 en la cual la 
hija mayor de edad no trabajaba a pesar de que haba estudiado una carrera 
universitaria tena tiempo libre y no tena hijos por lo que la Corte Suprema 
estableci que al existir las condiciones necesarias para conseguir trabajo 
constituye un abuso del derecho el que solicite una pensin alimenticia lo 
que trasladado a nuestro caso si la cnyuge tiene las condiciones necesarias 
para conseguir solventar sus necesidades resulta evidente que el dao por 
dependencia econmica no se puede generar
9 CONCLUSIONES
a La causal de separacin de hecho se ha convertido en la opcin ms 
utilizada entre aquellas parejas que buscan obtener el divorcio mostrando 
una mayor eficacia en comparacin a las otras causales que requieren un 
mayor caudal probatorio
b La corriente jurisprudencial mayoritaria propugna la aplicacin de oficio 
de la responsabilidad civil por divorcio basado en la causal de separacin 
de hecho y la minoritaria que dicha pretensin debe ser solicitada en va 
44 Casacin N 1582002Puno Publicada en la Separata Especial de Sentencias en Casacin del Diario Oficial 
El Peruano con fecha 01 de octubre del 2002 p 9293
67
La indemnizacin del dao en los procesos de divorcio por separacin de hecho
Libro de Especializacin en Derecho de Familia
de accin o contradiccin tendencia a la cual me ano por considerar que 
un pronunciamiento de oficio atenta contra el principio de congruencia 
procesal al no respetar las pretensiones de las partes y resolver ms all 
de lo peticionado y vulnera el derecho de defensa y el derecho probatorio
c Hasta el momento no se ha planteado la prescripcin de los daos 
ocasionados por el divorcio basado en la causal de separacin de hecho 
justamente por la tendencia de resolver de oficio la indemnizacin 
sin embargo de hacerlo consideramos que se debe aplicar el plazo de 
prescripcin de diez aos por ser una responsabilidad obligacional
d Al momento de fijar la indemnizacin los jueces cometemos una 
afectacin al debido proceso porque las resoluciones contienen una falta 
de motivacin o motivacin aparente ya que no motivamos los criterios 
utilizados para arribar al monto asignado o nos basamos exclusivamente 
en la prudencia judicial siendo necesario un esfuerzo argumentativo y 
sustentar los criterios utilizados para arribar al monto indemnizatorio 
como pueden ser la magnitud e intensidad de la lesin con ayuda de 
peritos especializados la forma de reparacin elegida y su costo en el 
